Variable Name;"Cohort/Measure in ""Most Recent"" Datafile";Merged file Drawn From (MergedXXXX_YY_PP.csv);;
OMENRAP8_PELL_PTNFT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PELL_PTNFT);2023_24;;
OMENRUP8_PELL_PTNFT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PELL_PTNFT);2023_24;;
OMENRYP_PELL_ALL_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PELL_ALL);2023_24;;
OMENRAP_PELL_ALL_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PELL_ALL);2023_24;;
OMAWDP8_PELL_ALL_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PELL_ALL);2023_24;;
OMENRUP_PELL_ALL_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PELL_ALL);2023_24;;
OMENRYP_PELL_FTT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PELL_FIRSTTIME);2023_24;;
OMENRAP_PELL_FTT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PELL_FIRSTTIME);2023_24;;
OMAWDP8_PELL_FTT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PELL_FIRSTTIME);2023_24;;
OMENRUP_PELL_FTT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PELL_FIRSTTIME);2023_24;;
OMENRYP_PELL_NFT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PELL_NOTFIRSTTIME);2023_24;;
OMENRAP_PELL_NFT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PELL_NOTFIRSTTIME);2023_24;;
OMAWDP8_PELL_NFT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PELL_NOTFIRSTTIME);2023_24;;
OMENRUP_PELL_NFT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PELL_NOTFIRSTTIME);2023_24;;
OMENRYP_PELL_FT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PELL_FULLTIME);2023_24;;
OMENRAP_PELL_FT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PELL_FULLTIME);2023_24;;
OMAWDP8_PELL_FT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PELL_FULLTIME);2023_24;;
OMENRUP_PELL_FT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PELL_FULLTIME);2023_24;;
OMENRYP_PELL_PT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PELL_PARTTIME);2023_24;;
OMENRAP_PELL_PT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PELL_PARTTIME);2023_24;;
OMAWDP8_PELL_PT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PELL_PARTTIME);2023_24;;
OMENRUP_PELL_PT_POOLED_SUPP;AY 2015-16 cohort, reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRSOM_PELL_PARTTIME);2023_24;;
BBRR1_FED_IND_N;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_IND_DFLT;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_IND_DLNQ;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_IND_FBR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_IND_DFR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_IND_NOPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_IND_MAKEPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_IND_PAIDINFULL;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_IND_DISCHARGE;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_DEP_N;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_DEP_DFLT;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_DEP_DLNQ;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_DEP_FBR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_DEP_DFR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_DEP_NOPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_DEP_MAKEPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_DEP_PAIDINFULL;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_DEP_DISCHARGE;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_PELL_N;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_PELL_DFLT;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_PELL_DLNQ;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_PELL_FBR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_PELL_DFR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_PELL_NOPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_PELL_MAKEPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_PELL_PAIDINFULL;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_PELL_DISCHARGE;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_NOPELL_N;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_NOPELL_DFLT;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_NOPELL_DLNQ;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_NOPELL_FBR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_NOPELL_DFR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_NOPELL_NOPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_NOPELL_MAKEPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_NOPELL_PAIDINFULL;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_NOPELL_DISCHARGE;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_MALE_N;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_MALE_DFLT;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_MALE_DLNQ;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_MALE_FBR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_MALE_DFR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_MALE_NOPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_MALE_MAKEPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_MALE_PAIDINFULL;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_MALE_DISCHARGE;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_NOMALE_N;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_NOMALE_DFLT;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_NOMALE_DLNQ;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_NOMALE_FBR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_NOMALE_DFR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_NOMALE_NOPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_NOMALE_MAKEPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_NOMALE_PAIDINFULL;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_FED_NOMALE_DISCHARGE;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_IND_N;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_IND_DFLT;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_IND_DLNQ;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_IND_FBR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_IND_DFR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_IND_NOPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_IND_MAKEPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_IND_PAIDINFULL;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_IND_DISCHARGE;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_DEP_N;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_DEP_DFLT;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_DEP_DLNQ;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_DEP_FBR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_DEP_DFR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_DEP_NOPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_DEP_MAKEPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_DEP_PAIDINFULL;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_DEP_DISCHARGE;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_PELL_N;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_PELL_DFLT;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_PELL_DLNQ;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_PELL_FBR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_PELL_DFR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_PELL_NOPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_PELL_MAKEPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_PELL_PAIDINFULL;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_PELL_DISCHARGE;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_NOPELL_N;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_NOPELL_DFLT;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_NOPELL_DLNQ;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_NOPELL_FBR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_NOPELL_DFR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_NOPELL_NOPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_NOPELL_MAKEPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_NOPELL_PAIDINFULL;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_NOPELL_DISCHARGE;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_MALE_N;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_MALE_DFLT;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_MALE_DLNQ;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_MALE_FBR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_MALE_DFR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_MALE_NOPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_MALE_MAKEPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_MALE_PAIDINFULL;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_MALE_DISCHARGE;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_NOMALE_N;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_NOMALE_DFLT;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_NOMALE_DLNQ;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_NOMALE_FBR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_NOMALE_DFR;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_NOMALE_NOPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_NOMALE_MAKEPROG;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_NOMALE_PAIDINFULL;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR1_PP_NOMALE_DISCHARGE;NSLDS AY2018-19, AY2019-20 pooled cohorts measured in 2019-2020, 2020-2021;2020_21;;
BBRR2_FED_IND_N;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_IND_DFLT;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_IND_DLNQ;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_IND_FBR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_IND_DFR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_IND_NOPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_IND_MAKEPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_IND_PAIDINFULL;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_IND_DISCHARGE;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_DEP_N;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_DEP_DFLT;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_DEP_DLNQ;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_DEP_FBR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_DEP_DFR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_DEP_NOPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_DEP_MAKEPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_DEP_PAIDINFULL;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_DEP_DISCHARGE;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_PELL_N;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_PELL_DFLT;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_PELL_DLNQ;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_PELL_FBR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_PELL_DFR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_PELL_NOPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_PELL_MAKEPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_PELL_PAIDINFULL;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_PELL_DISCHARGE;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_NOPELL_N;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_NOPELL_DFLT;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_NOPELL_DLNQ;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_NOPELL_FBR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_NOPELL_DFR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_NOPELL_NOPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_NOPELL_MAKEPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_NOPELL_PAIDINFULL;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_NOPELL_DISCHARGE;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_MALE_N;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_MALE_DFLT;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_MALE_DLNQ;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_MALE_FBR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_MALE_DFR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_MALE_NOPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_MALE_MAKEPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_MALE_PAIDINFULL;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_MALE_DISCHARGE;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_NOMALE_N;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_NOMALE_DFLT;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_NOMALE_DLNQ;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_NOMALE_FBR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_NOMALE_DFR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_NOMALE_NOPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_NOMALE_MAKEPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_NOMALE_PAIDINFULL;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_FED_NOMALE_DISCHARGE;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_IND_N;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_IND_DFLT;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_IND_DLNQ;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_IND_FBR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_IND_DFR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_IND_NOPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_IND_MAKEPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_IND_PAIDINFULL;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
